Stno,Chip,Database Id,Surname,First name,YB,S,Block,nc,Start,Finish,Time,Classifier,Club no.,Cl.name,City,Nat,Cl. no.,Short,Long,Num1,Num2,Num3,Text1,Text2,Text3,Adr. name,Street,Line2,Zip,City,Phone,Fax,EMail,Id/Club,Rented,Start fee,Paid,Course no.,Course,km,m,Course controls,Pl,Start punch,Finish punch,Control1,Punch1,Control2,Punch2,Control3,Punch3,Control4,Punch4,Control5,Punch5,Control6,Punch6,Control7,Punch7,Control8,Punch8,Control9,Punch9,Control10,Punch10,(may be more) ...,,,,,,,,,,,,,,,,,
,1423477,977,Kaniški,Greta,,M,,0,92:00,,,1,171,Maksimir,OK Maksimir,CRO,134,BEGINNERS,BEGINNERS,,,,,,,,,,,,,,,,0,0,0,23,Beginners,2.06,45,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1423473,976,Kaniški,Roko,,M,,0,77:00,,,1,171,Maksimir,OK Maksimir,CRO,134,BEGINNERS,BEGINNERS,,,,,,,,,,,,,,,,0,0,0,23,Beginners,2.06,45,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8200310,915,Okle,Nils,,M,,0,53:00,70:18,17:18,0,183,Swiss O Tours,Swiss O Tours,SUI,118,M12,M12,,,,,,,,,,,,,,,,0,0,0,22,MW12,2.06,45,7,1,,70:18,57,01:37,58,05:00,59,07:26,60,09:12,61,11:10,62,15:34,100,16:46,,,,,,,,,,,,,,,,,,,,,,,,
,236873,853,Gojmerac,Luka,,M,,0,35:00,54:53,19:53,0,174,OK MERZ CRO,OK Ivan Merz,CRO,118,M12,M12,,,,,,,,,,,,,,,,0,0,0,22,MW12,2.06,45,7,2,,54:53,57,01:38,58,08:45,59,11:05,60,12:26,61,14:46,62,17:55,100,19:24,,,,,,,,,,,,,,,,,,,,,,,,
,45162,959,Pavlovics,Mátyás,,M,,0,38:00,58:08,20:08,0,188,PVSK,Pécsi Vasutas SK,HUN,118,M12,M12,,,,,,,,,,,,,,,,0,0,0,22,MW12,2.06,45,7,3,,58:08,57,02:21,58,08:23,59,11:13,60,12:49,61,14:59,62,18:18,100,19:37,,,,,,,,,,,,,,,,,,,,,,,,
,2128477,864,Meštrović,Martin,,M,,0,41:00,62:48,21:48,0,166,KAP,OK Kapela,CRO,118,M12,M12,,,,,,,,,,,,,,,,0,0,0,22,MW12,2.06,45,7,4,,62:48,57,01:48,58,05:00,59,10:51,60,12:52,61,15:37,62,19:28,100,20:58,,,,,,,,,,,,,,,,,,,,,,,,
,406741,855,Nikolić,Matko,,M,,0,59:00,89:40,30:40,0,165,Vihor,OK Vihor,CRO,118,M12,M12,,,,,,,,,,,,,,,,0,0,0,22,MW12,2.06,45,7,5,,89:40,57,02:15,58,07:05,59,10:53,60,15:35,61,20:29,62,27:22,100,29:25,,,,,,,,,,,,,,,,,,,,,,,,
,446317,972,Tanković,Marko,,M,,0,56:00,88:33,32:33,0,184,OK Jelen,OK Jelen,CRO,118,M12,M12,,,,,,,,,,,,,,,,0,0,0,22,MW12,2.06,45,7,6,,88:33,57,03:22,58,09:23,59,12:20,60,15:45,61,20:13,62,30:12,100,31:40,,,,,,,,,,,,,,,,,,,,,,,,
,236880,1042,Boban,Jakov,,M,,0,47:00,84:49,37:49,0,174,OK MERZ CRO,OK Ivan Merz,CRO,118,M12,M12,,,,,,,,,,,,,,,,0,0,0,22,MW12,2.06,45,7,7,,84:49,57,02:27,58,06:32,59,19:19,60,21:39,61,24:36,62,28:29,100,37:00,,,,,,,,,,,,,,,,,,,,,,,,
,2117408,844,Lah,Mario,,M,,0,50:00,89:46,39:46,0,200,OK Varaždin,Orijentacijski klub Varaždin,CRO,118,M12,M12,,,,,,,,,,,,,,,,0,0,0,22,MW12,2.06,45,7,8,,89:46,57,02:51,58,15:30,59,18:42,60,22:02,61,25:58,62,36:26,100,38:45,,,,,,,,,,,,,,,,,,,,,,,,
,409107,815,Radoš,Ante,,M,,0,44:00,88:33,44:33,0,165,Vihor,OK Vihor,CRO,118,M12,M12,,,,,,,,,,,,,,,,0,0,0,22,MW12,2.06,45,7,9,,88:33,57,02:50,58,21:14,59,24:25,60,27:49,61,32:05,62,42:16,100,43:51,,,,,,,,,,,,,,,,,,,,,,,,
,422981,1022,Anadolac,Adam,,M,,0,65:00,124:16,59:16,0,174,OK MERZ CRO,OK Ivan Merz,CRO,118,M12,M12,,,,,,,,,,,,,,,,0,0,0,22,MW12,2.06,45,7,10,,124:16,57,02:20,58,38:56,59,45:30,60,47:37,61,51:02,62,56:58,100,58:33,,,,,,,,,,,,,,,,,,,,,,,,
,222404,813,Sučić,Luka,,M,,0,32:00,93:57,61:57,0,165,Vihor,OK Vihor,CRO,118,M12,M12,,,,,,,,,,,,,,,,0,0,0,22,MW12,2.06,45,7,11,,93:57,57,02:18,58,14:05,59,21:19,60,37:09,61,44:48,62,58:55,100,61:06,,,,,,,,,,,,,,,,,,,,,,,,
,,1043,,Vacant,,M,,0,62:00,,,0,,,,,118,M12,M12,,,,,,,,,,,,,,,,0,0,0,22,MW12,2.06,45,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406735,1005,Vukelić,Juraj,,M,,0,72:00,90:43,18:43,0,171,Maksimir,OK Maksimir,CRO,120,M14,M14,,,,,,,,,,,,,,,,0,0,0,24,MW14,2.62,70,9,1,,90:43,31,02:10,44,05:39,59,06:56,53,08:39,52,11:05,63,12:02,61,14:37,62,17:05,100,18:08,,,,,,,,,,,,,,,,,,,,
,237599,912,Kuzmanić,Borna,,M,,0,66:00,91:43,25:43,0,168,JAP,OK Japetic,CRO,120,M14,M14,,,,,,,,,,,,,,,,0,0,0,24,MW14,2.62,70,9,2,,91:43,31,04:39,44,08:46,59,11:05,53,13:46,52,17:19,63,18:07,61,20:50,62,23:41,100,25:05,,,,,,,,,,,,,,,,,,,,
,1422007,979,Strmečki,Vibor,,M,,0,54:00,81:27,27:27,0,171,Maksimir,OK Maksimir,CRO,120,M14,M14,,,,,,,,,,,,,,,,0,0,0,24,MW14,2.62,70,9,3,,81:27,31,03:22,44,06:23,59,08:25,53,10:30,52,14:26,63,16:22,61,19:53,62,25:23,100,26:44,,,,,,,,,,,,,,,,,,,,
,446318,850,Kelc,Noa,,M,,0,51:00,81:27,30:27,0,184,OK Jelen,OK Jelen,CRO,120,M14,M14,,,,,,,,,,,,,,,,0,0,0,24,MW14,2.62,70,9,4,,81:27,31,06:04,44,09:25,59,11:21,53,13:36,52,16:57,63,19:24,61,22:54,62,28:19,100,29:44,,,,,,,,,,,,,,,,,,,,
,8051205,868,Tišljar,Mirko,,M,,0,60:00,96:47,36:47,0,176,ORI,OK Orion,CRO,120,M14,M14,,,,,,,,,,,,,,,,0,0,0,24,MW14,2.62,70,9,5,,96:47,31,02:36,44,07:41,59,09:01,53,11:29,52,14:12,63,17:17,61,20:24,62,34:49,100,36:02,,,,,,,,,,,,,,,,,,,,
,2141169,907,Milković,Patrick,,M,,0,57:00,96:42,39:42,0,168,JAP,OK Japetic,CRO,120,M14,M14,,,,,,,,,,,,,,,,0,0,0,24,MW14,2.62,70,9,6,,96:42,31,05:45,44,10:39,59,11:59,53,14:30,52,17:14,63,20:34,61,23:27,62,37:52,100,39:08,,,,,,,,,,,,,,,,,,,,
,222413,934,Jurač,Petar,,M,,0,63:00,183:27,120:27,3,165,Vihor,OK Vihor,CRO,120,M14,M14,,,,,,,,,,,,,,,,0,0,0,24,MW14,2.62,70,9,,,183:27,31,03:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1046,,Vacant,,M,,0,75:00,,,0,,,,,120,M14,M14,,,,,,,,,,,,,,,,0,0,0,24,MW14,2.62,70,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,222409,818,Jurač,Marko,,M,,0,75:00,164:53,89:53,0,165,Vihor,OK Vihor,CRO,130,M16,M16,,,,,,,,,,,,,,,,0,0,0,25,"M55, W45, M16",4.29,135,10,1,,164:53,58,05:58,33,07:30,39,27:56,40,39:35,51,46:45,50,49:48,41,57:45,34,65:11,42,86:03,100,89:17,,,,,,,,,,,,,,,,,,
,,1066,,Vacant,,M,,0,72:00,,,0,,,,,130,M16,M16,,,,,,,,,,,,,,,,0,0,0,25,"M55, W45, M16",4.29,135,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8135002,819,Gobec,Jan,,M,,0,60:00,132:07,72:07,0,165,Vihor,OK Vihor,CRO,128,M20,M20,,,,,,,,,,,,,,,,0,0,0,18,M20,6.81,250,15,1,,132:07,44,05:13,34,10:05,35,21:05,46,29:11,37,33:31,48,36:36,38,41:55,49,48:25,41,50:28,39,54:08,52,59:09,53,60:50,54,68:06,43,71:05,100,71:36,,,,,,,,
,1289347,970,Kukec,Jura,,M,,0,48:00,122:42,74:42,0,165,Vihor,OK Vihor,CRO,128,M20,M20,,,,,,,,,,,,,,,,0,0,0,18,M20,6.81,250,15,2,,122:42,44,04:01,34,14:37,35,27:51,46,33:44,37,36:23,48,39:30,38,44:20,49,51:48,41,54:09,39,56:28,52,60:48,53,63:06,54,70:57,43,73:44,100,74:11,,,,,,,,
,7212119,1024,Gobec,Timo Vilim,,M,,0,66:00,159:34,93:34,0,165,Vihor,OK Vihor,CRO,128,M20,M20,,,,,,,,,,,,,,,,0,0,0,18,M20,6.81,250,15,3,,159:34,44,06:33,34,17:44,35,33:01,46,42:04,37,45:42,48,51:29,38,57:04,49,64:41,41,67:28,39,70:21,52,75:39,53,77:41,54,89:33,43,92:37,100,93:05,,,,,,,,
,7000222,1063,Mathys,Nik,,M,,0,51:00,153:24,102:24,0,186,Zelg,Zelg,SUI,128,M20,M20,,,,,,,,,,,,,,,,0,0,0,18,M20,6.81,250,15,4,,153:24,44,04:59,34,15:05,35,30:52,46,42:38,37,46:03,48,49:37,38,55:57,49,65:00,41,67:59,39,71:47,52,81:20,53,83:32,54,97:08,43,100:57,100,101:38,,,,,,,,
,2116257,1062,Cindrić,Antonio,,M,,0,57:00,160:07,103:07,0,184,OK Jelen,OK Jelen,CRO,128,M20,M20,,,,,,,,,,,,,,,,0,0,0,18,M20,6.81,250,15,5,,160:07,44,08:19,34,22:57,35,41:45,46,50:08,37,54:26,48,59:56,38,66:11,49,74:01,41,76:35,39,79:15,52,84:38,53,86:39,54,98:45,43,101:48,100,102:23,,,,,,,,
,2113340,842,Pasquino,Ivan,,M,,0,63:00,167:24,104:24,0,200,OK Varaždin,Orijentacijski klub Varaždin,CRO,128,M20,M20,,,,,,,,,,,,,,,,0,0,0,18,M20,6.81,250,15,6,,167:24,44,06:04,34,20:48,35,35:55,46,45:09,37,48:43,48,54:33,38,60:07,49,67:51,41,70:39,39,75:38,52,82:34,53,85:04,54,96:48,43,103:08,100,103:47,,,,,,,,
,2113338,845,Kocijan,Luka,,M,,0,54:00,167:26,113:26,0,200,OK Varaždin,Orijentacijski klub Varaždin,CRO,128,M20,M20,,,,,,,,,,,,,,,,0,0,0,18,M20,6.81,250,15,7,,167:26,44,05:42,34,12:48,35,30:19,46,39:57,37,43:12,48,46:48,38,52:47,49,72:05,41,76:22,39,80:16,52,91:29,53,94:16,54,105:44,43,112:20,100,112:50,,,,,,,,
,1398941,1037,Piltaver,Jaka,,M,,0,36:00,100:48,64:48,0,167,OK Brežice,OK Brežice,SLO,137,M21A,M21A,,,,,,,,,,,,,,,,0,0,0,16,M21A,9,290,19,1,,100:48,44,04:13,34,07:55,35,14:54,45,19:25,46,23:14,37,25:11,48,27:24,35,33:09,49,39:39,55,41:02,40,43:05,50,46:05,51,47:22,39,50:54,52,54:41,53,55:58,54,61:31,43,63:51,100,64:17
,8300199,873,Storhov,Oskar Spets,,M,,0,03:00,67:59,64:59,0,198,FREIDIG- Norway,FREIDIG-Norway,NOR,137,M21A,M21A,,,,,,,,,,,,,,,,0,0,0,16,M21A,9,290,19,2,,67:59,44,04:24,34,08:46,35,16:11,45,21:04,46,24:11,37,27:24,48,29:02,35,34:32,49,40:04,55,41:22,40,43:32,50,46:33,51,47:51,39,51:37,52,55:05,53,56:10,54,62:14,43,64:05,100,64:33
,8221221,932,Razum,Matija,,M,,0,27:00,94:22,67:22,0,168,JAP,OK Japetic,CRO,137,M21A,M21A,,,,,,,,,,,,,,,,0,0,0,16,M21A,9,290,19,3,,94:22,44,03:11,34,07:39,35,16:53,45,21:14,46,25:27,37,27:17,48,29:12,35,34:45,49,40:37,55,41:59,40,44:35,50,48:48,51,50:00,39,53:56,52,57:12,53,58:34,54,64:12,43,66:24,100,66:51
,8160701,872,Storhov,Simen Spets,,M,,0,24:00,97:07,73:07,0,198,FREIDIG- Norway,FREIDIG-Norway,NOR,137,M21A,M21A,,,,,,,,,,,,,,,,0,0,0,16,M21A,9,290,19,4,,97:07,44,04:27,34,08:51,35,17:20,45,23:09,46,26:58,37,29:00,48,30:52,35,36:58,49,43:44,55,45:20,40,47:42,50,51:29,51,52:58,39,57:29,52,61:20,53,62:51,54,69:33,43,71:59,100,72:29
,8080678,931,Legac,Lino,,M,,0,45:00,120:18,75:18,0,168,JAP,OK Japetic,CRO,137,M21A,M21A,,,,,,,,,,,,,,,,0,0,0,16,M21A,9,290,19,5,,120:18,44,03:59,34,08:17,35,16:44,45,22:03,46,25:38,37,28:44,48,31:06,35,37:05,49,44:08,55,45:42,40,48:10,50,51:51,51,53:44,39,58:41,52,63:13,53,64:52,54,71:24,43,73:59,100,74:35
,8333335,1036,Kirin,Dominik,,M,,0,06:00,82:58,76:58,0,168,JAP,OK Japetic,CRO,137,M21A,M21A,,,,,,,,,,,,,,,,0,0,0,16,M21A,9,290,19,6,,82:58,44,03:38,34,07:54,35,16:36,45,20:54,46,24:35,37,26:39,48,28:33,35,37:30,49,47:42,55,49:16,40,51:31,50,54:52,51,56:17,39,59:57,52,63:56,53,65:44,54,73:06,43,75:42,100,76:19
,7041999,995,Štambuk,Andro Vladimir,,M,,0,15:00,95:25,80:25,0,174,OK MERZ CRO,OK Ivan Merz,CRO,137,M21A,M21A,,,,,,,,,,,,,,,,0,0,0,16,M21A,9,290,19,7,,95:25,44,04:17,34,11:16,35,20:36,45,25:36,46,34:18,37,36:02,48,38:01,35,45:09,49,50:48,55,54:02,40,56:00,50,59:30,51,60:52,39,64:47,52,70:10,53,71:30,54,77:16,43,79:21,100,79:51
,7210949,859,Gadžić,Dražen,,M,,0,21:00,105:57,84:57,0,166,KAP,OK Kapela,CRO,137,M21A,M21A,,,,,,,,,,,,,,,,0,0,0,16,M21A,9,290,19,8,,105:57,44,03:58,34,09:34,35,17:09,45,21:42,46,28:08,37,30:09,48,31:57,35,38:42,49,49:20,55,50:34,40,53:34,50,56:37,51,57:52,39,62:28,52,67:04,53,68:39,54,81:26,43,84:02,100,84:27
,7207151,1080,Filetin,Luka,,M,,0,18:00,104:47,86:47,0,166,KAP,OK Kapela,CRO,137,M21A,M21A,,,,,,,,,,,,,,,,0,0,0,16,M21A,9,290,19,9,,104:47,44,04:29,34,14:39,35,23:52,45,29:12,46,33:09,37,35:17,48,38:16,35,48:26,49,55:08,55,56:49,40,60:02,50,64:03,51,65:30,39,70:44,52,75:17,53,76:53,54,83:25,43,85:51,100,86:19
,8644875,885,Kavan,Tomas,,M,,0,42:00,133:14,91:14,0,191,TBM,KOS Tesla Brno,CZE,137,M21A,M21A,,,,,,,,,,,,,,,,0,0,0,16,M21A,9,290,19,10,,133:14,44,04:47,34,09:40,35,19:37,45,26:07,46,31:27,37,37:27,48,39:26,35,46:14,49,53:39,55,55:13,40,58:24,50,62:17,51,64:09,39,69:43,52,74:56,53,76:28,54,86:41,43,90:19,100,90:43
,300745,834,Čapeta,Davor,,M,,0,12:00,104:05,92:05,0,166,KAP,OK Kapela,CRO,137,M21A,M21A,,,,,,,,,,,,,,,,0,0,0,16,M21A,9,290,19,11,,104:05,44,04:33,34,18:36,35,28:10,45,33:24,46,37:23,37,41:14,48,44:15,35,52:31,49,58:18,55,59:38,40,62:09,50,65:47,51,66:59,39,74:56,52,79:31,53,81:21,54,88:18,43,90:56,100,91:30
,893831,910,Varnica,Tomislav,,M,,0,33:00,136:21,103:21,0,165,Vihor,OK Vihor,CRO,137,M21A,M21A,,,,,,,,,,,,,,,,0,0,0,16,M21A,9,290,19,12,,136:21,44,04:50,34,12:54,35,29:28,45,35:58,46,44:48,37,47:36,48,49:57,35,60:23,49,68:56,55,70:53,40,75:27,50,79:36,51,81:04,39,86:51,52,91:12,53,92:49,54,99:47,43,102:19,100,102:48
,9102186,837,Kaldi,Vedran,,M,,0,39:00,156:34,117:34,0,166,KAP,OK Kapela,CRO,137,M21A,M21A,,,,,,,,,,,,,,,,0,0,0,16,M21A,9,290,19,13,,156:34,44,05:59,34,13:16,35,23:25,45,30:07,46,40:12,37,42:41,48,47:38,35,59:46,49,66:52,55,68:33,40,71:23,50,82:56,51,84:21,39,97:27,52,102:42,53,104:23,54,112:54,43,116:37,100,117:02
,,1081,,Vacant,,M,,0,30:00,,,0,,,,,137,M21A,M21A,,,,,,,,,,,,,,,,0,0,0,16,M21A,9,290,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7910421,1033,Horvat,Lobel,,M,,0,09:00,,,1,171,Maksimir,OK Maksimir,CRO,137,M21A,M21A,,,,,,,,,,,,,,,,0,0,0,16,M21A,9,290,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,500739,833,Jelić,Ivor,,M,,0,52:00,94:50,42:50,0,166,KAP,OK Kapela,CRO,126,M21B,M21B,,,,,,,,,,,,,,,,0,0,0,29,M21B,4.57,135,13,1,,94:50,56,02:57,59,07:01,66,09:21,34,13:51,69,16:20,49,17:43,51,21:22,50,23:05,40,28:17,55,31:26,65,38:04,62,41:09,100,42:16,,,,,,,,,,,,
,222420,824,Celić,Oleg,,M,,0,22:00,68:46,46:46,0,165,Vihor,OK Vihor,CRO,126,M21B,M21B,,,,,,,,,,,,,,,,0,0,0,29,M21B,4.57,135,13,2,,68:46,56,03:04,59,06:52,66,08:47,34,20:35,69,23:05,49,24:23,51,27:57,50,30:10,40,34:05,55,36:53,65,44:26,62,45:08,100,46:11,,,,,,,,,,,,
,2116256,950,Košćica,Miran,,M,,0,43:00,95:40,52:40,0,184,OK Jelen,OK Jelen,CRO,126,M21B,M21B,,,,,,,,,,,,,,,,0,0,0,29,M21B,4.57,135,13,3,,95:40,56,06:52,59,12:18,66,14:03,34,19:00,69,22:24,49,23:55,51,29:57,50,31:52,40,37:13,55,41:35,65,49:32,62,50:40,100,51:59,,,,,,,,,,,,
,364421,978,Kolarek,Noa,,M,,0,40:00,94:47,54:47,0,165,Vihor,OK Vihor,CRO,126,M21B,M21B,,,,,,,,,,,,,,,,0,0,0,29,M21B,4.57,135,13,4,,94:47,56,03:06,59,08:40,66,10:29,34,16:13,69,20:31,49,22:43,51,27:38,50,29:44,40,36:06,55,41:08,65,50:06,62,53:13,100,54:17,,,,,,,,,,,,
,1426067,993,Mesić,Matija,,M,,0,10:00,68:53,58:53,0,165,Vihor,OK Vihor,CRO,126,M21B,M21B,,,,,,,,,,,,,,,,0,0,0,29,M21B,4.57,135,13,5,,68:53,56,06:42,59,11:29,66,14:09,34,18:40,69,27:24,49,28:50,51,32:24,50,34:12,40,39:47,55,44:35,65,56:41,62,57:27,100,58:18,,,,,,,,,,,,
,7300541,1038,Delimar,Domagoj,,M,,0,07:00,70:47,63:47,0,166,KAP,OK Kapela,CRO,126,M21B,M21B,,,,,,,,,,,,,,,,0,0,0,29,M21B,4.57,135,13,6,,70:47,56,03:13,59,14:15,66,16:11,34,30:20,69,36:19,49,37:25,51,41:20,50,42:55,40,47:49,55,50:59,65,61:47,62,62:18,100,63:20,,,,,,,,,,,,
,2087750,809,Paskuj,Mátyás,,M,,0,31:00,97:21,66:21,0,201,MCB,Maccabi VAC - Hungary,HUN,126,M21B,M21B,,,,,,,,,,,,,,,,0,0,0,29,M21B,4.57,135,13,7,,97:21,56,06:03,59,12:27,66,15:13,34,20:39,69,24:37,49,26:37,51,32:05,50,34:13,40,41:49,55,48:41,65,62:48,62,63:51,100,65:32,,,,,,,,,,,,
,8323322,953,Karlik,Jan,,M,,0,25:00,91:31,66:31,0,191,TBM,KOS Tesla Brno,CZE,126,M21B,M21B,,,,,,,,,,,,,,,,0,0,0,29,M21B,4.57,135,13,8,,91:31,56,04:00,59,09:03,66,11:35,34,26:45,69,29:57,49,31:30,51,36:07,50,37:56,40,43:19,55,49:38,65,63:55,62,64:55,100,65:58,,,,,,,,,,,,
,361855,981,Dervišević,Dražen,,M,,0,04:00,75:06,71:06,0,165,Vihor,OK Vihor,CRO,126,M21B,M21B,,,,,,,,,,,,,,,,0,0,0,29,M21B,4.57,135,13,9,,75:06,56,03:41,59,09:32,66,12:02,34,25:08,69,33:27,49,35:04,51,40:33,50,42:57,40,49:52,55,56:27,65,68:24,62,69:09,100,70:26,,,,,,,,,,,,
,2113388,843,Lah,Siniša,,M,,0,37:00,113:25,76:25,0,200,OK Varaždin,Orijentacijski klub Varaždin,CRO,126,M21B,M21B,,,,,,,,,,,,,,,,0,0,0,29,M21B,4.57,135,13,10,,113:25,56,07:13,59,12:08,66,14:30,34,20:01,69,35:55,49,38:13,51,44:05,50,47:35,40,54:04,55,59:44,65,72:05,62,73:57,100,75:42,,,,,,,,,,,,
,222418,938,Kodba,Tin,,M,,0,16:00,135:03,119:03,0,165,Vihor,OK Vihor,CRO,126,M21B,M21B,,,,,,,,,,,,,,,,0,0,0,29,M21B,4.57,135,13,11,,135:03,56,34:37,59,39:02,66,41:18,34,50:00,69,56:28,49,58:14,51,62:41,50,64:51,40,98:37,55,102:14,65,115:37,62,116:56,100,118:18,,,,,,,,,,,,
,410618,878,Vidaković,Zvonko,,M,,0,46:00,201:10,155:10,0,166,KAP,OK Kapela,CRO,126,M21B,M21B,,,,,,,,,,,,,,,,0,0,0,29,M21B,4.57,135,13,12,,201:10,56,19:27,59,27:47,66,32:17,34,40:21,69,53:30,49,56:38,51,66:03,50,72:03,40,101:23,55,121:09,65,147:42,62,150:40,100,153:46,,,,,,,,,,,,
,2111098,870,Tišljar,Antun,,M,,0,49:00,93:00,44:00,3,176,ORI,OK Orion,CRO,126,M21B,M21B,,,,,,,,,,,,,,,,0,0,0,29,M21B,4.57,135,13,,,93:00,56,05:09,59,13:50,66,17:42,,,,,,,,,,,,,,,,,,,100,42:21,,,,,,,,,,,,
,,1058,,Vacant,,M,,0,19:00,,,0,,,,,126,M21B,M21B,,,,,,,,,,,,,,,,0,0,0,29,M21B,4.57,135,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,222402,811,Sučić,Valter,,M,,0,34:00,213:31,179:31,3,165,Vihor,OK Vihor,CRO,126,M21B,M21B,,,,,,,,,,,,,,,,0,0,0,29,M21B,4.57,135,13,,,213:31,56,21:15,59,33:40,66,38:23,34,51:14,69,123:53,49,127:30,51,136:01,50,139:25,,,,,,,62,175:15,100,177:57,,,,,,,,,,,,
,1423476,952,Lacko,Danijel,,M,,0,13:00,,,1,,,,,126,M21B,M21B,,,,,,,,,,,,,,,,0,0,0,29,M21B,4.57,135,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
